Post type,Title,Post url,Author(s),Date and time posted,Tags,No. of comments
article,The 2022 Congressional Baseball Game Is A Toss-Up,https://fivethirtyeight.com/features/the-2022-congressional-baseball-game-is-a-toss-up/,Nathaniel Rakich,"Jul. 28, 2022, at 6:00 AM",Congress; Baseball; Anthony Gonzalez; Cedric Richmond; Congressional Baseball Game,5
article,A Record Number Of Black Republicans Could Be Headed to Congress,https://fivethirtyeight.com/features/will-black-republicans-make-a-comeback-in-congress/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Jul. 28, 2022, at 6:00 AM",2022 Election; Senate Republicans; House Republicans; Black Voters,20
article,Are You A Voter Of Color? We Want To Hear From You.,https://fivethirtyeight.com/features/are-you-a-voter-of-color-we-want-to-hear-from-you/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Jul. 27, 2022, at 11:23 AM",2022 Election; Black Voters; Latino Voters; Asian Voters; Voices Of Color,3
article,How Biden Lost The Support Of Young Americans,https://fivethirtyeight.com/features/how-biden-lost-the-support-of-young-americans/,Geoffrey Skelley,"Jul. 27, 2022, at 6:00 AM",Joe Biden; 2022 Election; Presidential Approval; Young Voters,20
article,Why The Gap Between Biden’s Popularity and Democrats’ Polls Isn’t That Weird,https://fivethirtyeight.com/features/why-democrats-midterm-chances-dont-hinge-on-bidens-approval-rating/,Nathaniel Rakich; Humera Lodhi,"Jul. 26, 2022, at 6:00 AM",Joe Biden; 2022 Election; 2022 Midterms; Presidential Approval; Generic Ballot,22
podcast,What Would Losing Big In The Midterms Mean For Biden?,https://fivethirtyeight.com/videos/what-would-losing-big-in-the-midterms-mean-for-biden/,Galen Druke; Nate Silver,"Jul. 25, 2022",Politics Podcast; Video; 2022 Midterms; Model Talk,10
podcast,Politics Podcast: The Polls And Pundits Disagree (Again) ,https://fivethirtyeight.com/features/politics-podcast-the-polls-and-pundits-disagree-again/,Galen Druke; Nate Silver,"Jul. 25, 2022",FiveThirtyEight Podcasts; Politics Podcast; Joe Biden; Polling; 2022 Midterms; Model Talk; Polling Accuracy,5
article,How The Fight To Ban Abortion Is Rooted In The ‘Great Replacement’ Theory,https://fivethirtyeight.com/features/how-the-fight-to-ban-abortion-is-rooted-in-the-great-replacement-theory/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Monica Potts,"Jul. 25, 2022, at 6:00 AM",Abortion; Racism; Conspiracy Theories; White Supremacy,53
article,No President Is Safe From His Own COVID-19 Policy,https://fivethirtyeight.com/features/no-president-is-safe-from-his-own-covid-19-policy/,Maggie Koerth was a senior reporter for FiveThirtyEight.   @maggiekb1,"Jul. 22, 2022, at 12:56 PM",COVID-19,12
article,New Hampshire Is Tiny And Pretty Weird. That Could Help Maggie Hassan.,https://fivethirtyeight.com/features/new-hampshire-is-tiny-and-pretty-weird-that-could-help-maggie-hassan/,Nate Silver,"Jul. 22, 2022, at 8:45 AM",2022 Election; Election Update; New Hampshire Politics; Elastic States,8
article,The Jan. 6 Committee’s Closing Argument Was About Trump’s Morality,https://fivethirtyeight.com/features/the-jan-6th-committees-closing-argument-was-about-trumps-morality/,Kaleigh Rogers,"Jul. 22, 2022, at 7:56 AM",January 6th; Jan. 6 Investigation,15
article,Why Democrats Are Disillusioned Over Climate Change,https://fivethirtyeight.com/features/why-democrats-are-disillusioned-over-climate-change/,Zoha Qamar,"Jul. 22, 2022, at 6:00 AM",Pollapalooza; The Biden Administration; Climate Change,11
video,How The Supreme Court Undermined Biden’s Climate Change Agenda,https://fivethirtyeight.com/videos/how-the-supreme-court-undermined-bidens-climate-change-agenda/,Amelia Thomson-DeVeaux; Anna Rothschild was FiveThirtyEight’s senior producer for video.  @Anna_Rothschild,"Jul. 21, 2022",Video; Featured video; Supreme Court; EPA; Reigning Supreme,14
article,Want To Know Where The Supreme Court Goes Next? Look At Alito’s And Thomas’s Dissents.,https://fivethirtyeight.com/features/want-to-know-where-the-supreme-court-goes-next-look-at-alitos-and-thomass-dissents/,Laura Bronner; Amelia Thomson-DeVeaux,"Jul. 20, 2022, at 10:23 AM",Supreme Court; Criminal Justice; Affirmative Action; Civil Rights; Clarence Thomas; Samuel Alito,10
article,The Abortion Vote In Kansas Looks Like It’s Going To Be Close,https://fivethirtyeight.com/features/the-abortion-vote-in-kansas-looks-like-its-going-to-be-close/,Amelia Thomson-DeVeaux; Nathaniel Rakich,"Jul. 20, 2022, at 9:33 AM",Abortion,12
article,What To Watch In The Maryland Primary,https://fivethirtyeight.com/features/what-to-watch-in-the-maryland-primary/,Geoffrey Skelley,"Jul. 19, 2022, at 6:00 AM",2022 Election; 2022 Primaries; Maryland Primary,5
podcast,Americans Are Pessimistic And It’s Changing Our Politics,https://fivethirtyeight.com/videos/americans-are-pessimistic-and-its-changing-our-politics/,Galen Druke; Sarah Frostenson,"Jul. 18, 2022",Politics Podcast; Video; Polling; 2022 Midterms; New York Times,3
podcast,Politics Podcast: Americans Aren’t Happy With Biden. Or Republicans. ,https://fivethirtyeight.com/features/politics-podcast-americans-arent-happy-with-biden-or-republicans/,Galen Druke; Sarah Frostenson,"Jul. 18, 2022",FiveThirtyEight Podcasts; Politics Podcast; Polling; Senate; 2022 Midterms; Polling Accuracy; New York Times,3
article,At Least 120 Republican Nominees Deny The Results Of The 2020 Election,https://fivethirtyeight.com/features/at-least-120-republicans-who-deny-the-2020-election-results-will-be-on-the-ballot-in-november/,Nathaniel Rakich; Kaleigh Rogers,"Jul. 18, 2022, at 6:00 AM",Donald Trump; 2022 Election; 2022 Midterms; Election Deniers,22
video,Why Democrats Spent $1 Million On An Ad For A Far-Right Candidate,https://fivethirtyeight.com/videos/wait-who-are-kelly-schulz-and-dan-cox/,Michael Tabb,"Jul. 15, 2022",Video; 2022 Election; Featured video; Wait; Who?!,13
article,How Americans Feel About Space,https://fivethirtyeight.com/features/one-of-the-few-things-americans-agree-on-space-is-cool/,Kaleigh Rogers; Zoha Qamar,"Jul. 15, 2022, at 6:00 AM",Pollapalooza; Space,3
article,Biden Is Very Unpopular. It May Not Tell Us Much About The Midterms.,https://fivethirtyeight.com/features/biden-is-very-unpopular-it-may-not-tell-us-much-about-the-midterms/,Nate Silver,"Jul. 15, 2022, at 6:00 AM",Joe Biden; 2022 Election; Election Update; 2022 Midterms; Presidential Approval; Generic Ballot,12
podcast,Will Democrats Win In Georgia In 2022?,https://fivethirtyeight.com/videos/will-democrats-continue-to-win-in-georgia-in-2022/,Galen Druke,"Jul. 14, 2022",Politics Podcast; Video; 2022 Midterms; Georgia; Georgia Senate,4
podcast,Politics Podcast: How Democrats Flipped Georgia in 2020 ,https://fivethirtyeight.com/features/politics-podcast-how-democrats-flipped-georgia-in-2020/,Galen Druke,"Jul. 14, 2022",FiveThirtyEight Podcasts; Politics Podcast; Senate; 2022 Midterms; Georgia; 2022 Primaries,2
video,Ron DeSantis Drew Florida An Extreme Gerrymander,https://fivethirtyeight.com/videos/ron-desantis-drew-florida-an-extreme-gerrymander/,Nathaniel Rakich; Tony Chow,"Jul. 14, 2022",Video; Featured video; Redistricting; The Worst Gerrymanders,7
article,What’s Behind Biden’s Record-Low Approval Rating?,https://fivethirtyeight.com/features/whats-behind-bidens-record-low-approval-rating/,Geoffrey Skelley,"Jul. 14, 2022, at 6:00 AM",Joe Biden; 2022 Election; 2022 Midterms; The Biden Administration; Presidential Approval,49
article,Jan. 6’s Salacious Details Are Beside The Point,https://fivethirtyeight.com/features/jan-6s-salacious-details-are-beside-the-point/,Kaleigh Rogers,"Jul. 13, 2022, at 7:35 AM",January 6th; Jan. 6 Investigation,15
article,How Limiting Access To Abortion Limits Access To Birth Control,https://fivethirtyeight.com/features/how-limiting-access-to-abortion-limits-access-to-birth-control/,Monica Potts,"Jul. 13, 2022, at 6:00 AM",Abortion; Access To Abortion; Birth Control; Planned Parenthood,9
video,"How Are The Proud Boys, QAnon And The Oath Keepers Connected?",https://fivethirtyeight.com/videos/how-are-the-proud-boys-qanon-and-the-oath-keepers-connected/,Kaleigh Rogers,"Jul. 12, 2022",Video; Featured video; January 6th; Right-wing Extremism,7
article,How Americans Feel About Abortion And Contraception,https://fivethirtyeight.com/features/abortion-birth-control-poll/,Geoffrey Skelley; Holly Fuong,"Jul. 12, 2022, at 6:00 AM",2022 Election; Abortion; Access To Abortion; American Issues,15
article,Americans’ Support For LGBTQ Rights Often Stops With Transgender Rights,https://fivethirtyeight.com/features/americans-support-for-lgbtq-rights-often-stops-with-transgender-rights/,Natalie Jackson,"Jul. 12, 2022, at 6:00 AM",Public Opinion; Gay Rights; Transgender; Discrimination; LGBTQ,15
podcast,What Will Democrats Do About The Supreme Court?,https://fivethirtyeight.com/videos/what-will-democrats-do-about-the-supreme-court/,Galen Druke; Sarah Frostenson; Nathaniel Rakich; Amelia Thomson-DeVeaux,"Jul. 11, 2022",Politics Podcast; Video; Polling; Supreme Court; Democrats; Approval Ratings; Roe V. Wade,5
podcast,Politics Podcast: The Supreme Court Episode ,https://fivethirtyeight.com/features/politics-podcast-the-supreme-court-episode/,Galen Druke; Sarah Frostenson; Amelia Thomson-DeVeaux; Nathaniel Rakich,"Jul. 11, 2022",FiveThirtyEight Podcasts; Politics Podcast; Senate; Supreme Court; Roe V. Wade; Institutions,2
video,Do You Buy That …  The Fall Of Roe v. Wade Will Help Democrats In The Midterms?,https://fivethirtyeight.com/videos/do-you-buy-that-the-fall-of-roe-v-wade-will-help-democrats-in-the-midterms/,Nate Silver,"Jul. 11, 2022",Video; 2022 Midterms; Do You Buy That; Roe V. Wade,13
article,Jan. 6’s Tangled Web Of Extremism,https://fivethirtyeight.com/features/jan-6s-tangled-web-of-extremism/,Kaleigh Rogers; Holly Fuong; Elena Mejía was a visual journalist at FiveThirtyEight.   @elena___mejia; Maya Sweedler; Chadwick Matlin was a deputy managing editor at FiveThirtyEight.   @ChadwickMatlin,"Jul. 11, 2022, at 6:00 AM",January 6th; Right-wing Extremism,16
article,Maybe Dobbs Did Change The Race. We’ll Need More Time To Know For Sure.,https://fivethirtyeight.com/features/maybe-dobbs-did-change-the-race-well-need-more-time-to-know-for-sure/,Nate Silver,"Jul. 8, 2022, at 8:34 AM",2022 Election; Election Update; 2022 Midterms; Generic Ballot; 2022 Senate Elections; 2022 House Elections,20
article,What Happens When Americans Don’t Trust Institutions?,https://fivethirtyeight.com/features/what-happens-when-americans-dont-trust-institutions/,Amelia Thomson-DeVeaux; Zoha Qamar,"Jul. 8, 2022, at 6:00 AM",Pollapalooza; Societal Distrust; Institutions,13
article,Why Abortion Is A Civil Rights Issue for Black Voters,https://fivethirtyeight.com/features/why-abortion-is-a-civil-rights-issue-for-black-voters/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Jul. 7, 2022, at 6:00 AM",Abortion; Black Voters; Access To Abortion,8
article,What It Would Mean For Elections If The Supreme Court Embraces An Extreme Legal Theory,https://fivethirtyeight.com/features/how-the-supreme-court-could-turbocharge-gerrymandering-just-in-time-for-2024/,Amelia Thomson-DeVeaux; Nathaniel Rakich,"Jul. 7, 2022, at 6:00 AM",Supreme Court; Redistricting; Election Administration; State Legislatures,10
article,Why Democratic Appeals To The ‘Working Class’ Are Unlikely to Work,https://fivethirtyeight.com/features/why-democratic-appeals-to-the-working-class-are-unlikely-to-work/,Monica Potts,"Jul. 6, 2022, at 6:00 AM",Donald Trump; Joe Biden; Barack Obama; 2022 Election; Republican Party; Democratic Party; Pennsylvania Senate; Ohio Senate,34
podcast,How The Latest Jan. 6 Hearing Testimony Will Affect Midterm Votes,https://fivethirtyeight.com/videos/how-the-latest-jan-6-hearing-testimony-will-affect-midterm-votes/,Galen Druke; Nate Silver; Kaleigh Rogers,"Jul. 5, 2022",Donald Trump; Politics Podcast; Video; Senate; 2022 Midterms; 2022 Primaries,5
podcast,Politics Podcast: Does DeSantis's Strength Spell Trouble For Trump? ,https://fivethirtyeight.com/features/politics-podcast-does-desantiss-strength-spell-trouble-for-trump/,Galen Druke; Nate Silver,"Jul. 5, 2022",FiveThirtyEight Podcasts; Politics Podcast; Senate; 2022 Midterms; Model Talk; 2022 Primaries; 2022 Governors Elections; Roe V. Wade,4
article,Just How Sharp Was The Supreme Court’s Rightward Turn This Term?,https://fivethirtyeight.com/features/the-supreme-courts-partisan-divide-hasnt-been-this-sharp-in-generations/,Amelia Thomson-DeVeaux; Laura Bronner,"Jul. 5, 2022, at 1:08 PM",Supreme Court; SCOTUS; Roe V. Wade; John Roberts; Neil Gorsuch; Clarence Thomas; Samuel Alito,11
video,Do You Buy That … The GOP Will Win The Senate In 2022?,https://fivethirtyeight.com/videos/do-you-buy-that-the-gop-will-win-the-senate-in-2022/,Nate Silver,"Jul. 5, 2022",Video; 2022 Midterms; Do You Buy That,4
article,What Do Older Progressive Voters Want?,https://fivethirtyeight.com/features/what-do-older-progressive-voters-want/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Jul. 5, 2022, at 6:00 AM",Democratic Party; Progressives; Political Outliers; Old Voters,8
video,Evan McMullin Is Not A Democrat. Utah Democrats Are Supporting His Senate Campaign Anyway.,https://fivethirtyeight.com/videos/evan-mcmullin-is-not-a-democrat-utah-democrats-are-supporting-his-senate-campaign-anyway/,Michael Tabb,"Jul. 1, 2022",Video; 2022 Election; Featured video; Wait; Who?!,7
article,Americans’ Views On Abortion Are Pretty Stagnant. Their Views On The Supreme Court Are Not.,https://fivethirtyeight.com/features/americans-views-on-abortion-are-pretty-stagnant-their-views-on-the-supreme-court-are-not/,Zoha Qamar,"Jul. 1, 2022, at 6:00 AM",Supreme Court; Pollapalooza; Abortion,11
podcast,What’s Behind FiveThirtyEight’s 2022 Election Forecast (As Told By Nate Silver),https://fivethirtyeight.com/videos/whats-behind-fivethirtyeights-2022-election-forecast-as-told-by-nate-silver/,Nate Silver; Galen Druke,"Jun. 30, 2022",Politics Podcast; Video; Featured video; 2022 Election Forecast,7
article,"Why Republicans Are Favored To Win The House, But Not The Senate",https://fivethirtyeight.com/features/why-republicans-are-favored-to-win-the-house-but-not-the-senate/,Nate Silver,"Jun. 30, 2022, at 10:13 AM",2022 Election; Election Update; 2022 Midterms; 2022 Senate Elections; 2022 House Elections; 2022 Governors Elections; 2022 Election Forecast,31
podcast,Politics Podcast: Why The 2022 Forecast Suggests The Senate Is A Toss-Up ,https://fivethirtyeight.com/features/politics-podcast-why-the-2022-forecast-suggests-the-senate-is-a-toss-up/,Galen Druke; Nate Silver,"Jun. 30, 2022",FiveThirtyEight Podcasts; Politics Podcast; Senate; 2022 Midterms; Model Talk; 2022 Primaries; 2022 Governors Elections; Roe V. Wade,4
article,Where The Midterms Could Most Affect Abortion Access,https://fivethirtyeight.com/features/where-the-midterms-could-most-affect-abortion-access/,Nathaniel Rakich; Geoffrey Skelley; Amelia Thomson-DeVeaux,"Jun. 29, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Abortion; Access To Abortion,5
video,The Supreme Court Dealt A Big Blow To The Separation Of Church And State,https://fivethirtyeight.com/videos/the-supreme-court-dealt-a-big-blow-to-the-separation-of-church-and-state/,Amelia Thomson-DeVeaux; Anna Rothschild was FiveThirtyEight’s senior producer for video.  @Anna_Rothschild,"Jun. 28, 2022",Video; Featured video; Supreme Court; SCOTUS; Reigning Supreme,12
video,The Election Deniers Dominating The Primaries In Colorado,https://fivethirtyeight.com/videos/the-election-deniers-dominating-the-primaries-in-colorado/,Kaleigh Rogers,"Jun. 28, 2022",Video; 2022 Election; Featured video; The Big Lie; Election Deniers On The Ballot; The Big Lie At The Ballot Box,8
article,21 Republican Primaries And A Special Election To Watch On June 28,https://fivethirtyeight.com/features/21-republican-primaries-and-a-special-election-to-watch-on-june-28/,Geoffrey Skelley; Nathaniel Rakich,"Jun. 28, 2022, at 6:00 AM",2022 Election; 2022 Primaries; Utah; New York Primary; Illinois Primary; Mississippi Primary; Nebraska Politics; Colorado Politics; Oklahoma Primary,5
podcast,The Political Consequences Of Overturning Roe v. Wade,https://fivethirtyeight.com/videos/the-political-consequences-of-overturning-roe-v-wade/,Galen Druke; Sarah Frostenson; Amelia Thomson-DeVeaux,"Jun. 27, 2022",Politics Podcast; Video; Supreme Court; Roe V. Wade,9
podcast,A Half-Dozen Incumbents Could Lose Primaries On June 28,https://fivethirtyeight.com/videos/a-half-dozen-incumbents-could-lose-primaries-on-june-28/,Galen Druke; Sarah Frostenson; Nathaniel Rakich,"Jun. 27, 2022",Politics Podcast; Video; 2022 Midterms; Primaries; New York; Mississippi,1
podcast,Politics Podcast: What The Politics Of Abortion Look Like Now ,https://fivethirtyeight.com/features/politics-podcast-what-the-politics-of-abortion-look-like-now/,Galen Druke; Amelia Thomson-DeVeaux; Sarah Frostenson; Nathaniel Rakich,"Jun. 27, 2022",FiveThirtyEight Podcasts; Politics Podcast; Abortion; Religion; 2022 Primaries; Gun Control; Roe V. Wade; The Supreme Court; Gun Rights; Religious Liberty,2
article,9 Democratic Primaries To Watch In Illinois And New York,https://fivethirtyeight.com/features/9-democratic-primaries-to-watch-in-illinois-and-new-york/,Nathaniel Rakich,"Jun. 27, 2022, at 6:00 AM",2022 Election; 2022 Primaries; New York Primary; Illinois Primary,6
video,Here’s What Overturning Roe Means For Abortion Access Across The U.S.,https://fivethirtyeight.com/videos/heres-what-overturning-roe-means-for-abortion-access-across-the-u-s/,Amelia Thomson-DeVeaux; Tony Chow; Anna Rothschild was FiveThirtyEight’s senior producer for video.  @Anna_Rothschild,"Jun. 24, 2022",Video; Featured video; Supreme Court; Abortion; Roe V. Wade; Reigning Supreme,6
podcast,The New Legal Fault Lines For Abortion,https://fivethirtyeight.com/videos/the-new-legal-fault-lines-for-abortion/,Galen Druke; Amelia Thomson-DeVeaux,"Jun. 24, 2022",Politics Podcast; Video; Abortion; Access To Abortion; Roe V. Wade,6
podcast,Emergency Politics Podcast: Supreme Court Overturns Roe v. Wade ,https://fivethirtyeight.com/features/emergency-politics-podcast-supreme-court-overturns-roe-v-wade/,Galen Druke; Amelia Thomson-DeVeaux,"Jun. 24, 2022",FiveThirtyEight Podcasts; Politics Podcast; Abortion; Roe V. Wade; The Supreme Court,5
video,How The Supreme Court’s Gun Ruling Remakes Gun Control For Millions Of Americans,https://fivethirtyeight.com/videos/supreme-court-gun-rights/,Amelia Thomson-DeVeaux; Michael Tabb; Anna Rothschild was FiveThirtyEight’s senior producer for video.  @Anna_Rothschild,"Jun. 24, 2022",Video; Featured video; Supreme Court; Reigning Supreme,6
article,Roe v. Wade Defined An Era. The Supreme Court Just Started A New One.,https://fivethirtyeight.com/features/roe-v-wade-defined-an-era-the-supreme-court-just-started-a-new-one/,Amelia Thomson-DeVeaux,"Jun. 24, 2022, at 2:45 PM",Supreme Court; Abortion; Roe V. Wade,25
article,The Supreme Court’s Argument For Overturning Roe v. Wade,https://fivethirtyeight.com/features/the-supreme-courts-argument-for-overturning-roe-v-wade/,Amelia Thomson-DeVeaux,"Jun. 24, 2022, at 12:11 PM",Supreme Court; Abortion; Roe V. Wade,23
article,"A Gas Holiday Might Be Popular, But It’s Unlikely To Do Much To Lower Inflation",https://fivethirtyeight.com/features/a-gas-holiday-might-be-popular-but-its-unlikely-to-do-much-to-lower-inflation/,Monica Potts; Zoha Qamar,"Jun. 24, 2022, at 6:00 AM",Pollapalooza; The Biden Administration; Inflation,14
article,What the Supreme Court’s Gun Ruling Means For Gun Control,https://fivethirtyeight.com/features/what-the-supreme-courts-gun-ruling-means-for-gun-control/,Amelia Thomson-DeVeaux,"Jun. 23, 2022, at 1:20 PM",Supreme Court; Guns; Gun Control,23
article,Republicans Are Defining The Jan. 6 Hearings,https://fivethirtyeight.com/features/republicans-are-defining-the-jan-6-hearings/,Kaleigh Rogers,"Jun. 23, 2022, at 8:06 AM",January 6th; Jan. 6 Investigation,22
article,What We Lose When We Lose Competitive Congressional Districts,https://fivethirtyeight.com/features/what-we-lose-when-we-lose-competitive-congressional-districts/,Lee Drutman,"Jun. 23, 2022, at 6:00 AM",Redistricting; Polarization; Negative Partisanship,6
article,Why It’s Possible For Some Americans To Support Abortion Yet Oppose Roe,https://fivethirtyeight.com/features/why-its-possible-for-some-americans-to-support-abortion-yet-oppose-roe/,Natalie Jackson,"Jun. 22, 2022, at 6:00 AM",Polls; Supreme Court; Abortion,8
podcast,Americans Agree That They Disagree Too Much,https://fivethirtyeight.com/videos/americans-agree-that-they-disagree-too-much/,Galen Druke; Sarah Frostenson; Nathaniel Rakich; Geoffrey Skelley,"Jun. 21, 2022",Politics Podcast; Video; Polling; 2022 Midterms; Ipsos,2
podcast,The Final-ish Map Of New Congressional Districts,https://fivethirtyeight.com/videos/the-final-ish-map-of-new-congressional-districts/,Galen Druke; Sarah Frostenson; Nathaniel Rakich; Geoffrey Skelley,"Jun. 21, 2022",Politics Podcast; Video; Polling; 2022 Midterms; Redistricting; Gerrymandering,2
podcast,Where Americans Fall On The D&D Alignment Chart,https://fivethirtyeight.com/videos/where-americans-fall-on-the-dd-alignment-chart/,Galen Druke; Sarah Frostenson; Nathaniel Rakich; Geoffrey Skelley,"Jun. 21, 2022",Politics Podcast; Video; Polling; Dungeons & Dragons,7
podcast,Politics Podcast: Are 1 Percent Of Americans Evil? ,https://fivethirtyeight.com/features/politics-podcast-are-1-percent-of-americans-evil/,Galen Druke; Nathaniel Rakich; Sarah Frostenson; Geoffrey Skelley,"Jun. 21, 2022",FiveThirtyEight Podcasts; Politics Podcast; Polling; Redistricting; 2022 Primaries; Ipsos; Dungeons & Dragons,3
video,‘Big Lie’ Believers Are Sure To Win Their Runoffs In Georgia and Alabama,https://fivethirtyeight.com/videos/big-lie-believers-are-sure-to-win-their-runoffs-in-georgia-and-alabama/,Kaleigh Rogers,"Jun. 21, 2022",Video; 2022 Election; Featured video; The Big Lie; The Big Lie At The Ballot Box,9
article,"8 Primaries and Runoffs To Watch In Alabama, Georgia And Virginia",https://fivethirtyeight.com/features/8-primaries-and-runoffs-to-watch-in-alabama-georgia-and-virginia/,Nathaniel Rakich,"Jun. 20, 2022, at 6:00 AM",2022 Election; Alabama; 2022 Primaries; Virginia Primary; Georgia Primary,6
article,The Jan. 6 Hearings Are Really An Inquest Into The ‘Big Lie’,https://fivethirtyeight.com/features/the-jan-6-hearings-are-really-an-inquest-into-the-big-lie/,Kaleigh Rogers,"Jun. 17, 2022, at 10:46 AM",January 6th; Jan. 6 Investigation,23
article,What Happens When American Children Learn About Racism?,https://fivethirtyeight.com/features/what-happens-when-american-children-learn-about-racism/,Neil Lewis Jr.,"Jun. 17, 2022, at 6:00 AM",Racism; Schools; Critical Race Theory,22
article,What It’s Like To Open An Abortion Clinic Right Now,https://fivethirtyeight.com/features/what-its-like-to-open-an-abortion-clinic-right-now/,Amelia Thomson-DeVeaux,"Jun. 16, 2022, at 11:43 AM",Abortion; Access To Abortion; Partners In Abortion Care Clinic,5
podcast,Key Takeaways From The June 14 Primaries,https://fivethirtyeight.com/videos/nevada-nominated-several-big-lie-supporters/,Galen Druke; Sarah Frostenson; Nathaniel Rakich,"Jun. 15, 2022",Politics Podcast; Video; 2022 Midterms; Nevada; 2022 Primaries; Nevada Politics,7
podcast,Politics Podcast: More Trouble For Democrats In The Rio Grande Valley ,https://fivethirtyeight.com/features/politics-podcast-more-trouble-for-democrats-in-the-rio-grande-valley/,Galen Druke; Nathaniel Rakich; Sarah Frostenson,"Jun. 15, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Nevada; Texas; South Carolina; 2022 Primaries,6
article,The New National Congressional Map Is Biased Toward Republicans,https://fivethirtyeight.com/features/the-new-national-congressional-map-is-biased-toward-republicans/,Nathaniel Rakich,"Jun. 15, 2022, at 6:00 AM",2022 Election; Redistricting,22
article,We Want To Hear About Your Experiences With Abortion Restrictions In U.S. Hospitals,https://fivethirtyeight.com/features/we-want-to-hear-about-your-experiences-with-abortion-restrictions-in-u-s-hospitals/,Maggie Koerth was a senior reporter for FiveThirtyEight.   @maggiekb1; Amelia Thomson-DeVeaux,"Jun. 14, 2022, at 2:59 PM",Abortion; Access To Abortion; Roe V. Wade; Catholic Hospitals,5
article,3 In 10 Americans Named Political Polarization As A Top Issue Facing The Country,https://fivethirtyeight.com/features/3-in-10-americans-named-political-polarization-as-a-top-issue-facing-the-country/,Geoffrey Skelley; Holly Fuong,"Jun. 14, 2022, at 12:09 PM",Polls; 2022 Election; Polarization; American Issues,8
video,The Supreme Court’s Approval Rating Is Dropping,https://fivethirtyeight.com/videos/the-supreme-courts-approval-rating-is-dropping/,Amelia Thomson-DeVeaux; Tony Chow,"Jun. 14, 2022",Video; Featured video; Supreme Court; Abortion; Roe V. Wade,8
article,10 Elections To Watch Today,https://fivethirtyeight.com/features/10-elections-to-watch-in-nevada-south-carolina-and-texas/,Nathaniel Rakich; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Jun. 14, 2022, at 6:00 AM",2022 Election; 2022 Primaries; South Carolina Primary; Texas Politics; Nevada Politics,2
podcast,Can The Jan. 6 Hearings Change Public Opinion?,https://fivethirtyeight.com/videos/can-the-january-6-hearings-change-public-opinion/,Galen Druke; Kaleigh Rogers,"Jun. 13, 2022",Politics Podcast; Video; January 6th; Jan. 6 Investigation; Congressional Hearings,12
podcast,Nevada Democrats Are Vulnerable This Fall,https://fivethirtyeight.com/videos/nevada-democrats-are-vulnerable-this-fall/,Galen Druke; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Nathaniel Rakich,"Jun. 13, 2022",Politics Podcast; Video; 2022 Midterms; Nevada; South Carolina,3
podcast,Politics Podcast: Are Centrists The Most Powerful Politicians? ,https://fivethirtyeight.com/features/politics-podcast-are-centrists-the-most-powerful-politicians/,Galen Druke; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Nathaniel Rakich; Kaleigh Rogers,"Jun. 13, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Nevada; 2022 Primaries; Gun Control; January 6th,3
article,How Overturning Roe Could Change The Way Americans Think About Abortion,https://fivethirtyeight.com/features/how-overturning-roe-could-change-the-way-americans-think-about-abortion/,Amelia Thomson-DeVeaux,"Jun. 13, 2022, at 6:00 AM",Abortion; Roe V. Wade,12
article,The Jan. 6 Committee Hosted A Hearing For The 21st Century,https://fivethirtyeight.com/features/the-january-6-committee-hosted-a-hearing-for-the-21st-century/,Kaleigh Rogers,"Jun. 10, 2022, at 8:53 AM",January 6th; Insurrection; Jan. 6 Investigation; Liz Cheney; Congressional Hearings; Adam Schiff,25
article,Everything You Need To Know About The Special Election In Alaska,https://fivethirtyeight.com/features/everything-you-need-to-know-about-the-special-election-in-alaska/,Nathaniel Rakich,"Jun. 10, 2022, at 6:00 AM",2022 Election; Sarah Palin; Alaska Politics,5
article,Partly Cloudy With A 75 Percent Chance Of COVID Exposure,https://fivethirtyeight.com/features/partly-cloudy-with-a-75-percent-chance-of-covid-exposure/,Betsy Ladyzhets,"Jun. 9, 2022, at 11:36 AM",COVID-19; Coronavirus,8
article,Mass Shootings Can Traumatize People Who Weren’t Even There,https://fivethirtyeight.com/features/mass-shootings-can-traumatize-people-who-werent-even-there/,Maggie Koerth was a senior reporter for FiveThirtyEight.   @maggiekb1,"Jun. 9, 2022, at 10:38 AM",Gun Violence; Mass Shootings,6
article,"How To Host A Congressional Hearing That Actually, Like, Does Something",https://fivethirtyeight.com/features/how-to-host-a-congressional-hearing-that-actually-like-does-something/,Kaleigh Rogers,"Jun. 9, 2022, at 6:00 AM",Congress; January 6th; Jan. 6 Investigation; Congressional Hearings; Watergate,12
